f1_makespan,f2_cost,f3_energy
18555.19373553446,105225.56206596777,159637.69384615388
18612.31125096383,105146.41608818508,159284.75215384603
16506.862887509025,108530.24601998022,166278.03623076936
20133.423946096034,102588.36019125246,155051.63515384577
17983.000000000004,106239.58165583081,161686.54223076892
20853.885484557573,102341.17977815404,154694.497384615
22798.10185797849,100490.59916778206,150992.34899999952
19381.23949364143,104498.927220602,158370.63415384613
27374.615384615405,96754.97936213913,144236.79876923052
28068.808161690584,95833.25699171722,142607.44638461518
29513.620299310638,95295.53628861159,141418.93961538436
37333.46916585969,94788.93847116189,142129.67746153832
17439.659480708982,106746.05635280345,163092.65792307665
21940.7179229224,102000.03769159687,154553.54238461526
17776.892532173108,106062.31195900711,162143.75999999992
18260.58177138107,105117.78097423125,160300.13861538452
18363.091939184986,104948.25626429445,159746.98938461527
26539.07692307692,96758.25309513656,143654.87584615365
15686.69230769231,110474.45913140479,170758.3629230773
27912.871769076257,96688.84941990589,143726.38338461504
16793.69964277978,106962.53847053295,163724.4025384614
15170.704023357803,110939.01263534886,172781.94530769228
18945.072223404644,104354.65327080965,158711.43184615407
17059.391950472087,106654.5110108226,163332.7670769229
15612.876729003705,110599.80192869398,172357.2655384615
28023.834465314063,96796.33612314629,143592.14123076905
23448.62029931063,97716.66239068877,145036.97561538467
19501.719260023398,103726.45514035603,157215.380769231
19378.0900820004,104260.06142621404,158749.7441538458
18040.610596081813,105433.9587554394,160805.13369230775
17629.34965221721,106329.44070470732,162755.1629999998
19511.51428433575,103170.64356163538,156126.0710769233
17968.42657529413,105780.79020375316,161853.77607692298
22928.57827871268,98494.29121414371,146211.12300000014
25430.158962256854,96830.71914297895,143683.14392307674
22886.82863606729,98711.51850052291,147395.65292307688
22799.312336495666,99146.09582967959,148056.44653846166
18790.30219911692,104471.21885626912,158693.53961538489
25401.820734845474,97321.1034932805,145097.23384615371
23397.097488502553,98122.5382397562,145853.96169230778
24514.751401047502,97508.21840187123,145013.83753846152
25066.61147098911,97340.30805446874,145027.98738461526
16121.8738735545,108189.38724718663,166825.55884615384
26097.55092826889,96829.09078892031,144242.6305384615
25409.39029845022,96680.38591414028,144262.71623076912
24026.885773160877,97700.96478848309,146111.69861538467
15736.30761813842,108435.28633522805,167054.21861538457
16303.63030241659,107847.7956945454,166338.40038461535
16760.5025013508,107962.57901735154,165554.68546153847
