f1_makespan,f2_cost,f3_energy
15399.799999999997,111407.24218581973,172692.41538461516
16994.959423892957,107161.6603894633,163471.64423076922
17718.21495916458,105605.33415242196,160923.57784615384
19767.493097057253,103784.60443854833,157523.49969230744
19566.367560860315,104549.5633564387,158674.87430769214
19765.699221959574,103863.9556619815,158850.83976923075
16330.953623012929,108216.22927802464,166370.08246153806
16231.845455815192,108826.61038744048,167244.12484615386
19397.46816287856,104490.02826297861,159597.02446153836
16226.934112442132,108788.9128810125,167802.29676923092
28564.872035168097,95986.8758843935,142202.63423076886
30150.948958245026,95258.83639847104,140649.18599999967
31070.948958245015,94622.54548926667,139569.68561538425
30793.33357362964,94867.80201602782,139854.93392307663
24259.618957952614,96545.15268899918,142865.51538461525
28159.487419783476,96592.49130105098,142414.57199999958
24717.234342567994,96519.60020020057,142839.601153846
26048.162838942146,96189.12758192957,142421.31553846138
15561.942838106685,109867.5460350539,169672.79192307696
23491.740943048997,98155.0218998893,145480.3333846151
19555.02316919459,104548.96338500088,158884.8323076923
15714.954854559246,108924.84089694916,167823.3759230768
17508.530164453874,106947.90274731313,163415.12146153825
23009.02217630923,97851.26698362849,145742.99746153833
19454.211175109474,104514.83466156431,159300.07292307654
22444.615384615376,98902.58512691908,147744.98953846132
18522.36529953312,104773.09669499965,159772.03084615353
22307.55830870951,99189.39160453502,148139.30653846136
18939.22575086271,104600.79059353704,159156.0059999998
18530.918058555024,104798.09561169929,159382.65346153828
20778.973327791155,100430.72577886526,149476.56530769196
19625.799124698082,104494.33390977915,158738.3455384615
21114.69901004516,99914.09863457324,148668.5579999997
20989.18247276184,100363.82862711963,149818.448307692
18205.920707838573,105594.00376107363,160719.12900000013
17761.997630915495,105917.85087359282,160779.4110000001
17606.507093763033,106115.64948753134,161129.60584615392
23792.769779281687,98062.54996617793,145666.2489230769
17580.479179618633,106688.25256723363,162492.86976923083
22822.588715974947,98797.4723205668,147226.3850769232
17604.920030823152,106139.43307886503,161795.70715384584
